,Company,Pictogram,Text,Face,TextArea,category,label
869,banco agrario de colombia,False,False,False,0.0,Abstract mark,1
870,jpmorgan chase & co.,False,False,False,0.0,Abstract mark,1
871,sacred heart university,False,False,False,0.0,Abstract mark,1
878,engineers india limited,True,False,False,0.0,Pictorial mark,0
879,commerzbank ag,False,False,False,0.0,Abstract mark,1
880,highmark inc.,False,False,False,0.0,Abstract mark,1
884,prada,False,False,False,0.0,Abstract mark,1
886,white & case llp,False,False,False,0.0,Abstract mark,1
887,equinix,False,False,False,0.0,Abstract mark,1
888,hbo,False,False,False,0.0,Abstract mark,1
891,shearman & sterling llp,False,False,False,0.0,Abstract mark,1
892,aia,False,False,False,0.0,Abstract mark,1
895,commvault,False,False,False,0.0,Abstract mark,1
896,regione emilia-romagna,False,False,False,0.0,Abstract mark,1
903,progress,True,False,False,0.0,Pictorial mark,0
906,national bank of greece,True,False,False,0.0,Pictorial mark,0
907,raymond james,False,False,False,0.0,Abstract mark,1
909,tata steel in europe,False,False,False,0.0,Abstract mark,1
911,bright horizons,False,False,False,0.0,Abstract mark,1
918,national research council canada,False,False,False,0.0,Abstract mark,1
923,chicago title,False,False,False,0.0,Abstract mark,1
924,centro de estudios sociales argentino,False,False,False,0.0,Abstract mark,1
926,akin gump strauss hauer & feld llp,False,False,False,0.0,Abstract mark,1
928,princeton university,False,False,False,0.0,Abstract mark,1
929,federal inland revenue service (firs),False,False,False,0.0,Abstract mark,1
930,morrison & foerster llp,False,False,False,0.0,Abstract mark,1
931,ametek,False,False,False,0.0,Abstract mark,1
933,cit,False,False,False,0.0,Abstract mark,1
937,nvidia,False,False,False,0.0,Abstract mark,1
940,vmware,True,False,False,0.0,Pictorial mark,0
941,markel corporation,False,False,False,0.0,Abstract mark,1
942,subaru of america,True,False,False,0.0,Pictorial mark,0
944,publicis,False,False,False,0.0,Abstract mark,1
945,postmates,False,False,False,0.0,Abstract mark,1
956,citic securities company limited,False,False,False,0.0,Abstract mark,1
958,netapp,False,False,False,0.0,Abstract mark,1
959,sedgwick,False,False,False,0.0,Abstract mark,1
964,archer - the well company,False,False,False,0.0,Abstract mark,1
965,i & a research,False,False,False,0.0,Abstract mark,1
966,sms,False,False,False,0.0,Abstract mark,1
967,ipca,False,False,False,0.0,Abstract mark,1
970,"qorvo, inc.",False,False,False,0.0,Abstract mark,1
971,ncs group,False,False,False,0.0,Abstract mark,1
973,moi même,False,False,False,0.0,Abstract mark,1
975,doğa okulları,False,False,False,0.0,Abstract mark,1
978,united rentals,False,False,False,0.0,Abstract mark,1
980,pt astra international tbk,True,False,False,0.0,Pictorial mark,0
981,texas tech university,False,False,False,0.0,Abstract mark,1
985,tate & lyle,False,False,False,0.0,Abstract mark,1
986,atea,False,False,False,0.0,Abstract mark,1
993,independiente - desarrollo web,True,False,False,0.0,Pictorial mark,0
995,maersk drilling,False,False,False,0.0,Abstract mark,1
996,free people,False,False,False,0.0,Abstract mark,1
1002,swissport,False,False,False,0.0,Abstract mark,1
1004,mattress firm,False,False,False,0.0,Abstract mark,1
1005,united nations,False,False,False,0.0,Abstract mark,1
1007,asml,False,False,False,0.0,Abstract mark,1
1009,rönesans holdi̇ng,False,False,False,0.0,Abstract mark,1
1012,mitsubishi motors,False,False,False,0.0,Abstract mark,1
1013,colorado springs school district 11,False,False,False,0.0,Abstract mark,1
1014,university of san diego,True,False,False,0.0,Pictorial mark,0
1015,pwc uk,False,False,False,0.0,Abstract mark,1
1019,sacyr,False,False,False,0.0,Abstract mark,1
1021,motorola solutions,False,False,False,0.0,Abstract mark,1
1024,nova southeastern university,False,False,False,0.0,Abstract mark,1
1025,"ina - industrija nafte, d.d.",False,False,False,0.0,Abstract mark,1
1032,no,False,False,False,0.0,Abstract mark,1
1035,trw,False,False,False,0.0,Abstract mark,1
1037,the kraft heinz company,True,False,False,0.0,Pictorial mark,0
1040,city of london,False,False,False,0.0,Abstract mark,1
1041,environment canada,False,False,False,0.0,Abstract mark,1
1042,ashurst,False,False,False,0.0,Abstract mark,1
1043,alcatel-lucent shanghai bell,False,False,False,0.0,Abstract mark,1
1044,cummins inc.,False,False,False,0.0,Abstract mark,1
1050,manpowergroup,False,False,False,0.0,Abstract mark,1
1051,kering,True,False,False,0.0,Pictorial mark,0
1056,swarovski,False,False,False,0.0,Abstract mark,1
1057,carolinas healthcare system,False,False,False,0.0,Abstract mark,1
1058,zimmer biomet,False,False,False,0.0,Abstract mark,1
1059,tupras,False,False,False,0.0,Abstract mark,1
1061,comcast,False,False,False,0.0,Abstract mark,1
1064,dr. reddy's laboratories,False,False,False,0.0,Abstract mark,1
1069,university of idaho,False,False,False,0.0,Abstract mark,1
1079,loughborough university,False,False,False,0.0,Abstract mark,1
1083,vattenfall,False,False,False,0.0,Abstract mark,1
1085,centura health,False,False,False,0.0,Abstract mark,1
1091,kkr & co. l.p.,True,False,False,0.0,Pictorial mark,0
1095,selbständig,False,False,False,0.0,Abstract mark,1
1098,capco,False,False,False,0.0,Abstract mark,1
1101,alliance residential company,False,False,False,0.0,Abstract mark,1
1103,primrose schools,False,False,False,0.0,Abstract mark,1
1105,"modec, inc.",False,False,False,0.0,Abstract mark,1
1108,national trust,False,False,False,0.0,Abstract mark,1
1110,finish line,False,False,False,0.0,Abstract mark,1
1114,labcorp,False,False,False,0.0,Abstract mark,1
1121,sally beauty,False,False,False,0.0,Abstract mark,1
1123,banque saudi fransi,False,False,False,0.0,Abstract mark,1
1128,wieden + kennedy,False,False,False,0.0,Abstract mark,1
1131,universidad eafit,False,False,False,0.0,Abstract mark,1
1133,pt. rekayasa industri,False,False,False,0.0,Abstract mark,1
1143,medtronic,False,False,False,0.0,Abstract mark,1
1145,corus entertainment,False,False,False,0.0,Abstract mark,1
1147,job seeker,True,False,False,0.0,Pictorial mark,0
1148,marvell semiconductor,False,False,False,0.0,Abstract mark,1
1151,indusind bank,True,False,False,0.0,Pictorial mark,0
1154,superior energy services,False,False,False,0.0,Abstract mark,1
1163,universidade presbiteriana mackenzie,False,False,False,0.0,Abstract mark,1
1165,marina bay sands,False,False,False,0.0,Abstract mark,1
1169,american eagle outfitters,False,False,False,0.0,Abstract mark,1
1170,idexx laboratories,False,False,False,0.0,Abstract mark,1
1171,"bj's restaurants, inc.",False,False,False,0.0,Abstract mark,1
1172,grupo industrial lala,False,False,False,0.0,Abstract mark,1
1173,roosevelt university,False,False,False,0.0,Abstract mark,1
1178,four points by sheraton,False,False,False,0.0,Abstract mark,1
1181,konkola copper mines plc,False,False,False,0.0,Abstract mark,1
1184,ti automotive,False,False,False,0.0,Abstract mark,1
1185,robert half technology,False,False,False,0.0,Abstract mark,1
1186,"pennymac loan services, llc",False,False,False,0.0,Abstract mark,1
1187,rgp,False,False,False,0.0,Abstract mark,1
1190,universidad del norte,False,False,False,0.0,Abstract mark,1
1191,deloitte luxembourg,False,False,False,0.0,Abstract mark,1
1192,stockholms läns landsting,False,False,False,0.0,Abstract mark,1
1194,palo alto networks,False,False,False,0.0,Abstract mark,1
1196,metropcs,False,False,False,0.0,Abstract mark,1
1197,grey group,False,False,False,0.0,Abstract mark,1
1198,xxxx,False,False,False,0.0,Abstract mark,1
1199,arcadia group ltd,False,False,False,0.0,Abstract mark,1
1207,universal services of america,False,False,False,0.0,Abstract mark,1
1209,loyola college,False,False,False,0.0,Abstract mark,1
1211,tap portugal,False,False,False,0.0,Abstract mark,1
1215,telekom romania,False,False,False,0.0,Abstract mark,1
1216,hilton hotels worldwide,False,False,False,0.0,Abstract mark,1
1223,telekom srbija,True,False,False,0.0,Pictorial mark,0
1226,panasonic avionics corporation,False,False,False,0.0,Abstract mark,1
1237,accident compensation corporation (acc),True,False,False,0.0,Pictorial mark,0
1242,corning incorporated,True,False,False,0.0,Pictorial mark,0
1249,avnet,False,False,False,0.0,Abstract mark,1
1251,bank of ireland,True,False,False,0.0,Pictorial mark,0
1252,chili's,False,False,False,0.0,Abstract mark,1
1253,akron general medical center,False,False,False,0.0,Abstract mark,1
1256,phoenix contact,False,False,False,0.0,Abstract mark,1
1258,marine shipping agency,False,False,False,0.0,Abstract mark,1
1264,horizon blue cross blue shield of new jersey,False,False,False,0.0,Abstract mark,1
1266,"kbr, inc.",False,False,False,0.0,Abstract mark,1
1267,wsp in australia & new zealand,True,False,False,0.0,Pictorial mark,0
1270,lamprell,True,False,False,0.0,Pictorial mark,0
1272,aptiv,False,False,False,0.0,Abstract mark,1
1273,compal,False,False,False,0.0,Abstract mark,1
1276,school,False,False,False,0.0,Abstract mark,1
1286,qihoo 360,False,False,False,0.0,Abstract mark,1
1290,william blair,False,False,False,0.0,Abstract mark,1
1293,oklahoma city public schools,False,False,False,0.0,Abstract mark,1
1298,corpbanca,False,False,False,0.0,Abstract mark,1
1299,pt.pertamina (persero),False,False,False,0.0,Abstract mark,1
1304,pgs,False,False,False,0.0,Abstract mark,1
1305,krajowy fundusz kapitałowy sa,False,False,False,0.0,Abstract mark,1
1307,consultorio dental,False,False,False,0.0,Abstract mark,1
1311,xxxxx,False,False,False,0.0,Abstract mark,1
1313,lv=,False,False,False,0.0,Abstract mark,1
1317,independiente עצמאית,True,False,False,0.0,Pictorial mark,0
1322,thyssenkrupp elevadores sa,True,False,False,0.0,Pictorial mark,0
1323,conalep,True,False,False,0.0,Pictorial mark,0
1328,university of botswana,False,False,False,0.0,Abstract mark,1
1335,four seasons hotels and resorts,False,False,False,0.0,Abstract mark,1
1338,ericsson,False,False,False,0.0,Abstract mark,1
1340,lincoln public schools,False,False,False,0.0,Abstract mark,1
1342,akqa,False,False,False,0.0,Abstract mark,1
1346,aeg,True,False,False,0.0,Pictorial mark,0
1348,crawford & company,False,False,False,0.0,Abstract mark,1
1357,asb bank,False,False,False,0.0,Abstract mark,1
1358,charles river laboratories,False,False,False,0.0,Abstract mark,1
1361,fiitjee limited,False,False,False,0.0,Abstract mark,1
1363,nyrstar,False,False,False,0.0,Abstract mark,1
1368,university of north carolina,False,False,False,0.0,Abstract mark,1
1370,optus,True,False,False,0.0,Pictorial mark,0
1376,party city,False,False,False,0.0,Abstract mark,1
1379,cbs corporation,False,False,False,0.0,Abstract mark,1
1381,the results companies,False,False,False,0.0,Abstract mark,1
1384,black box network services,False,False,False,0.0,Abstract mark,1
1388,federal communications commission,False,False,False,0.0,Abstract mark,1
1391,radioshack,False,False,False,0.0,Abstract mark,1
1393,fedex express,False,False,False,0.0,Abstract mark,1
1395,eurosport,False,False,False,0.0,Abstract mark,1
1397,enersys,True,False,False,0.0,Pictorial mark,0
1398,volvo it,False,False,False,0.0,Abstract mark,1
1402,square d company,False,False,False,0.0,Abstract mark,1
1409,a.p. moller - maersk,False,False,False,0.0,Abstract mark,1
1412,banco de bogota,False,False,False,0.0,Abstract mark,1
1413,writer,False,False,False,0.0,Abstract mark,1
1416,arma dei carabinieri,False,False,False,0.0,Abstract mark,1
1423,service canada,False,False,False,0.0,Abstract mark,1
1424,saatchi & saatchi,False,False,False,0.0,Abstract mark,1
1425,rijnstate,False,False,False,0.0,Abstract mark,1
