Company,Pictogram,Text,Face,TextArea,category
baidu inc.,True,True,False,0.60025390625,Emblem logo
asrc federal,False,False,False,0.0,Abstract mark
uefa,False,True,False,0.020419921875,Combination mark
"catholic education office, sydney",True,True,True,0.23941406250000002,Mascot logo
wolseley,True,True,False,0.663037109375,Emblem logo
brigada militar,False,False,False,0.0,Abstract mark
studio tike,False,True,False,0.594140625,Combination mark
egt human resources,False,False,False,0.0,Abstract mark
agricultural bank of china,False,True,False,0.109755859375,Combination mark
tiger brands,False,False,False,0.0,Abstract mark
dura vermeer,True,True,False,0.598740234375,Combination mark
yrc freight,False,False,False,0.0,Abstract mark
meredith corporation,False,False,True,0.0,Mascot logo
fujitsu,True,True,False,0.571875,Combination mark
mayo clinic,False,True,False,0.272958984375,Combination mark
ascension information services (ais),True,False,False,0.0,Pictorial mark
bosch china,False,True,False,0.862890625,Wordmark
landstar,False,True,False,0.0975,Combination mark
université paris descartes,False,True,False,0.011484375,Combination mark
universitat politècnica de catalunya,True,True,False,0.31251953125,Combination mark
dr horton,True,True,False,0.474951171875,Combination mark
city of phoenix,False,True,False,0.144140625,Combination mark
école,False,False,False,0.0,Abstract mark
pr newswire,False,False,False,0.0,Abstract mark
cleanaway waste management,False,True,False,0.115625,Combination mark
afni,True,False,False,0.0,Pictorial mark
tcs e-serve international ltd.,True,True,False,0.18492187499999999,Combination mark
pwc deutschland,False,False,False,0.0,Abstract mark
afl,False,False,False,0.0,Abstract mark
gemeente breda,True,False,True,0.0,Mascot logo
brown university,True,False,False,0.0,Pictorial mark
alfa laval,False,True,False,0.130625,Combination mark
amazon web services,False,True,False,0.582216796875,Combination mark
lancashire county council,False,True,True,0.0574609375,Mascot logo
cn,False,False,False,0.0,Abstract mark
"obrascón huarte laín, s.a. (ohl)",False,True,False,0.8307421875,Wordmark
hyland,False,True,False,0.061728515625,Combination mark
ranbaxy,True,False,False,0.0,Pictorial mark
verizon ventures,False,False,False,0.0,Abstract mark
university of westminster,False,False,False,0.0,Abstract mark
cisco,False,True,False,0.33169921875,Combination mark
andritz,False,True,False,0.5574609375,Combination mark
"united arab emirates, dubai",False,True,False,0.519560546875,Combination mark
express scripts,False,False,False,0.0,Abstract mark
chevron phillips chemical company,False,True,False,0.052734375,Combination mark
apec,False,True,False,0.32304687499999996,Combination mark
zee media corporation limited,True,True,False,0.2559375,Combination mark
air europa,False,True,False,0.64873046875,Wordmark
correo argentino,False,True,False,0.49553710937499995,Combination mark
bi worldwide,False,True,False,0.36791015625,Combination mark
monsoon accessorize,False,False,False,0.0,Abstract mark
connection,False,True,True,0.21552734375,Mascot logo
vinci,False,True,False,0.5169140625,Combination mark
cnfpt (centre national de la fonction publique territoriale),False,False,False,0.0,Abstract mark
intesa sanpaolo,False,True,False,0.23504882812500003,Combination mark
chubb insurance,False,True,False,0.15982421875,Combination mark
indra,True,True,False,0.736962890625,Emblem logo
the henry m. jackson foundation for the advancement of military medicine,False,True,False,0.171884765625,Combination mark
auckland council,True,True,False,0.5809765625,Combination mark
eastern health,True,True,False,0.814599609375,Emblem logo
obi group holding,False,False,False,0.0,Abstract mark
grameenphone ltd,False,False,False,0.0,Abstract mark
psicologia,False,False,False,0.0,Abstract mark
kpmg deutschland,False,True,False,0.66259765625,Wordmark
canterbury district health board,False,False,False,0.0,Abstract mark
alipay.com,False,True,False,0.5463671875,Combination mark
lyon real estate,True,True,False,0.75146484375,Emblem logo
im internet gmbh,False,True,False,0.355546875,Combination mark
east west bank,False,False,False,0.0,Abstract mark
beca,False,False,False,0.0,Abstract mark
iga,False,True,False,0.671484375,Wordmark
ministerio de relaciones exteriores,True,True,False,0.2433984375,Combination mark
ak steel corporation,False,False,False,0.0,Abstract mark
equifax workforce solutions,False,True,False,0.822158203125,Wordmark
administración pública local,False,True,False,0.6811328125,Wordmark
hca physician services,False,True,False,0.8238671875,Wordmark
neuberger berman,False,False,False,0.0,Abstract mark
geen meer,False,False,False,0.0,Abstract mark
"a.b.c.d., inc",False,True,False,0.528623046875,Combination mark
ministry of justice uk,False,False,False,0.0,Abstract mark
salem state university,True,True,False,0.7416210937500001,Emblem logo
alion science and technology,False,False,False,0.0,Abstract mark
el corte inglés,True,True,False,0.08375,Combination mark
desempleado,False,True,False,0.402275390625,Combination mark
sterling jewelers,False,False,False,0.0,Abstract mark
canyons school district,False,False,False,0.0,Abstract mark
puma,False,False,False,0.0,Abstract mark
ubc - an express scripts company,False,False,False,0.0,Abstract mark
american express,True,True,False,0.274921875,Combination mark
regions bank,True,False,False,0.0,Pictorial mark
financial times,True,True,False,0.25623046875,Combination mark
private tutor,False,True,False,0.161435546875,Combination mark
pricewaterhousecoopers,False,False,False,0.0,Abstract mark
renault,True,False,False,0.0,Pictorial mark
lewis brisbois bisgaard & smith llp,True,True,False,0.816328125,Emblem logo
standard & poor's,False,False,False,0.0,Abstract mark
carabineros de chile,False,True,False,0.16099609374999999,Combination mark
pt. united tractors tbk.,True,True,False,0.48955078125,Combination mark
azimut,True,True,False,0.6947656249999999,Emblem logo
sage publications,False,True,False,0.8920703125,Wordmark
"lg cns co., ltd.",False,True,False,0.684482421875,Wordmark
universidad de san carlos de guatemala,False,True,False,0.165791015625,Combination mark
city and county of honolulu,False,True,False,0.30251953125000003,Combination mark
murata electronics,True,True,False,0.509287109375,Combination mark
"coca-cola bottling company united, inc.",False,True,False,0.712119140625,Wordmark
club med,False,True,False,0.68431640625,Wordmark
southern cross austereo,False,False,False,0.0,Abstract mark
the aerospace corporation,True,True,False,0.804375,Emblem logo
emcure pharmaceuticals limited,False,True,False,0.10076171875,Combination mark
hp cds,False,True,False,0.610771484375,Wordmark
oregon state university,True,False,False,0.0,Pictorial mark
cascades,False,True,False,0.424169921875,Combination mark
king,True,True,False,0.47125,Combination mark
search consultancy,True,True,False,0.117802734375,Combination mark
dpcdsb,True,True,False,0.00640625,Combination mark
brady corporation,False,True,False,0.46388671875,Combination mark
atco electric,True,True,False,0.16650390625,Combination mark
unitec institute of technology,False,True,False,0.56650390625,Combination mark
morningstar,False,False,False,0.0,Abstract mark
gsk,True,True,False,0.1864453125,Combination mark
creighton university,True,True,False,0.850703125,Emblem logo
loews hotels,False,False,False,0.0,Abstract mark
hntb,False,False,False,0.0,Abstract mark
guerbet,False,True,True,0.39491210937500004,Mascot logo
university of san francisco,False,True,False,0.6158789062500001,Wordmark
dave & buster's inc.,False,True,True,0.495263671875,Mascot logo
ticketmaster,False,False,False,0.0,Abstract mark
grupo cortefiel,False,True,False,0.7242578125,Wordmark
re-max alliance,False,False,False,0.0,Abstract mark
"the yankee candle company, inc.",False,True,True,0.55130859375,Mascot logo
carat,False,False,False,0.0,Abstract mark
sonda,False,False,False,0.0,Abstract mark
anwb,True,True,False,0.200498046875,Combination mark
borealis,False,True,False,0.41814453125,Combination mark
computershare,True,False,False,0.0,Pictorial mark
sistema firjan,True,True,False,0.7691796875,Emblem logo
telefónica uk,False,True,False,0.3694140625,Combination mark
carousel industries,False,False,False,0.0,Abstract mark
american apparel,True,False,False,0.0,Pictorial mark
cook county,False,True,False,0.030341796875,Combination mark
bayer,False,True,False,0.1669921875,Combination mark
consellería de educación,False,True,False,0.103408203125,Combination mark
fairmont hotels & resorts,False,False,False,0.0,Abstract mark
wilmar international,False,True,False,0.5352734375,Combination mark
kotak life insurance,True,True,False,0.2186328125,Combination mark
claro argentina,False,True,False,0.27609375,Combination mark
office administration,False,False,False,0.0,Abstract mark
tech data,True,True,False,0.509970703125,Combination mark
asset base lending,False,True,False,0.488515625,Combination mark
travelers,False,False,False,0.0,Abstract mark
insee,False,True,False,0.409189453125,Combination mark
teva pharmaceuticals,True,True,False,0.9010546875,Emblem logo
deloitte méxico,False,False,False,0.0,Abstract mark
governo do distrito federal,False,True,False,0.0169921875,Combination mark
"vxi global solutions, llc",False,True,False,0.361328125,Combination mark
metro-north railroad,False,True,False,0.26666015625,Combination mark
dolby laboratories,False,False,False,0.0,Abstract mark
ucsf,False,False,False,0.0,Abstract mark
ministère de la santé publique maroc,True,True,True,0.17733398437499998,Mascot logo
norwegian cruise line,False,False,False,0.0,Abstract mark
a.t. kearney,False,False,False,0.0,Abstract mark
mara,True,False,False,0.0,Pictorial mark
limkokwing university of creative technology,True,True,False,0.66650390625,Emblem logo
linamar,False,True,False,0.435068359375,Combination mark
canon europe ltd.,True,True,False,1.18208984375,Emblem logo
kelsey-seybold clinic,False,False,False,0.0,Abstract mark
sweco,False,True,False,0.346875,Combination mark
vinci construction grands projets,False,True,False,0.5169140625,Combination mark
troutman sanders llp,False,True,False,0.747578125,Wordmark
pets at home,False,True,True,0.41109375,Mascot logo
turkcell global bilgi,True,True,True,0.312890625,Mascot logo
macleods pharmaceuticals ltd.,True,False,True,0.0,Mascot logo
syscable korea,False,True,False,0.91015625,Wordmark
dupage medical group,False,True,False,0.22453125,Combination mark
federal reserve system,False,True,False,0.147509765625,Combination mark
allergan,False,True,False,0.54642578125,Combination mark
bellagio,True,True,False,0.21205078125,Combination mark
emater-mg,False,True,False,0.31794921875,Combination mark
isd,False,True,False,1.011083984375,Wordmark
encore capital group,False,True,False,0.69,Wordmark
rei,False,False,False,0.0,Abstract mark
council of europe,False,True,False,0.0876171875,Combination mark
emirates islamic,False,True,False,0.1087109375,Combination mark
meridian health,False,True,False,0.1875,Combination mark
laboratorio,False,False,False,0.0,Abstract mark
avianca,True,True,False,0.6046875,Emblem logo
damac properties,False,False,False,0.0,Abstract mark
pure barre,False,True,False,0.34874023437499996,Combination mark
intelligrated,False,True,False,0.52201171875,Combination mark
ruffalo noel levitz,False,True,False,0.65890625,Wordmark
efi,False,False,False,0.0,Abstract mark
union bank of india,False,True,False,0.632099609375,Wordmark
brand energy & infrastructure services,True,True,False,0.38349609375,Combination mark
ss&c technologies,False,True,False,0.5019921875,Combination mark
jumbo supermarkten,False,True,False,0.78857421875,Wordmark
lyondellbasell,False,True,False,0.56640625,Combination mark
massachusetts institute of technology (mit),True,True,False,0.141240234375,Combination mark
ceva logistics,False,True,False,0.498779296875,Combination mark
merlin entertainments plc,False,True,False,0.586630859375,Combination mark
peri,False,True,False,0.68578125,Wordmark
reliance,False,True,False,0.52400390625,Combination mark
ministry of social development (msd),False,False,False,0.0,Abstract mark
next group plc,False,False,False,0.0,Abstract mark
clinique,False,True,False,0.4061328125,Combination mark
smile open source solutions,False,True,True,0.327412109375,Mascot logo
richland school district one,False,False,False,0.0,Abstract mark
aes eletropaulo,False,True,False,0.64015625,Wordmark
university of arkansas for medical sciences,False,True,False,0.3783203125,Combination mark
endurance international group,False,True,False,0.562041015625,Combination mark
johnson & johnson medical,False,False,False,0.0,Abstract mark
zendesk,False,True,True,0.293017578125,Mascot logo
abbott northwestern hospital,False,False,False,0.0,Abstract mark
fiverr (fiverr.com),False,True,False,0.72015625,Wordmark
walgreens boots alliance,False,True,False,0.18522460937500002,Combination mark
greater manchester police,True,True,False,0.029892578125,Combination mark
university of basel,False,False,False,0.0,Abstract mark
hospital sírio-libanês,False,True,False,0.2436328125,Combination mark
universidade federal fluminense,False,True,False,0.193740234375,Combination mark
moffitt cancer center,True,True,False,0.279921875,Combination mark
health service executive,False,False,False,0.0,Abstract mark
alcaldía de medellín,False,True,False,0.0444921875,Combination mark
telemont engenharia de telecomunicações s-a,False,False,False,0.0,Abstract mark
ameren,False,False,False,0.0,Abstract mark
hexagon manufacturing intelligence,True,True,False,0.22216796875,Combination mark
islington council,False,True,False,0.708720703125,Wordmark
de nederlandsche bank,False,True,False,0.289697265625,Combination mark
state of new mexico,False,False,False,0.0,Abstract mark
casa,False,True,False,0.147216796875,Combination mark
bouygues telecom,False,True,False,0.26068359375,Combination mark
cunningham lindsey,False,True,False,0.598623046875,Combination mark
deloitte uk,False,False,False,0.0,Abstract mark
egat,False,True,True,0.622197265625,Mascot logo
the university of akron,False,True,False,0.45861328125,Combination mark
burberry,False,False,False,0.0,Abstract mark
virgin,False,False,False,0.0,Abstract mark
holiday inn hotel & suites,False,True,False,0.177919921875,Combination mark
peel district school board,False,True,False,0.138955078125,Combination mark
urban outfitters,False,False,False,0.0,Abstract mark
uqam  université du québec à montréal,False,True,False,0.737841796875,Wordmark
ssp limited,True,True,False,0.0945703125,Combination mark
edison spa,False,True,False,0.455654296875,Combination mark
university of zurich,False,True,True,0.21711914062499998,Mascot logo
arris,False,False,True,0.0,Mascot logo
petrobras,True,True,False,0.418701171875,Combination mark
hcl comnet limited,False,False,False,0.0,Abstract mark
bmc software,False,True,False,0.784423828125,Wordmark
millennium & copthorne hotels,True,True,False,0.222138671875,Combination mark
sescam,False,True,False,0.136435546875,Combination mark
allina health,False,False,False,0.0,Abstract mark
chegg inc.,True,False,False,0.0,Pictorial mark
public health agency of canada,False,False,False,0.0,Abstract mark
southern company,True,False,False,0.0,Pictorial mark
colorado department of corrections,True,True,True,0.19298828124999998,Mascot logo
northern virginia community college,False,True,False,0.20931640625,Combination mark
cigniti technologies,False,True,False,0.461396484375,Combination mark
multiplan,False,False,False,0.0,Abstract mark
first student,False,False,False,0.0,Abstract mark
j.hilburn,False,True,False,0.215302734375,Combination mark
universidade positivo,False,False,False,0.0,Abstract mark
sait polytechnic,False,True,False,0.546328125,Combination mark
deloitte australia,False,False,False,0.0,Abstract mark
big y world class market,False,True,False,0.429580078125,Combination mark
carlton & united breweries,True,False,False,0.0,Pictorial mark
savola group,False,True,False,0.7476953125,Wordmark
lcl,False,True,False,0.2246875,Combination mark
chesterfield county,True,True,False,0.09976562500000001,Combination mark
gfk,False,True,False,0.3971875,Combination mark
komerční banka,False,False,False,0.0,Abstract mark
woolworths limited,False,False,False,0.0,Abstract mark
civica,False,False,False,0.0,Abstract mark
hunt real estate era,False,False,False,0.0,Abstract mark
trek bicycle corporation,True,False,False,0.0,Pictorial mark
wisconsin department of transportation,False,True,False,0.5166503906250001,Combination mark
middlesex university,False,True,False,0.668017578125,Wordmark
murdoch university,True,True,False,0.44527343750000004,Combination mark
pwc hong kong and mainland china,False,False,False,0.0,Abstract mark
thiess,False,True,True,0.113828125,Mascot logo
ministère des transports du québec,False,False,False,0.0,Abstract mark
dhl global forwarding,False,True,False,0.518095703125,Combination mark
adt fire & security,False,True,False,0.25046875,Combination mark
parsons corporation,False,False,False,0.0,Abstract mark
tiaa,False,True,False,0.62765625,Wordmark
dassault systèmes,False,True,False,0.5542578125,Combination mark
gatehouse media,False,False,False,0.0,Abstract mark
cepsa,True,True,False,0.746552734375,Emblem logo
chewy,True,True,True,0.448291015625,Mascot logo
tupy,False,True,False,0.018662109375,Combination mark
universidade federal de santa catarina,True,True,False,0.24903320312500002,Combination mark
university of massachusetts lowell,True,True,False,0.279951171875,Combination mark
albert heijn,True,True,False,0.3201171875,Combination mark
stifel financial corp.,False,False,False,0.0,Abstract mark
pt bank mandiri (persero) tbk.,False,False,False,0.0,Abstract mark
parfums christian dior,False,False,False,0.0,Abstract mark
terumo medical corporation,True,True,False,0.73125,Emblem logo
wipfli llp,False,False,False,0.0,Abstract mark
tp-link italia srl,False,True,False,0.142177734375,Combination mark
universal studios hollywood,False,False,False,0.0,Abstract mark
fastsigns®,True,True,False,0.62765625,Emblem logo
western union business solutions,True,True,False,0.306484375,Combination mark
avison young,True,True,False,0.1508203125,Combination mark
the walt disney studios,False,False,False,0.0,Abstract mark
sartorius stedim biotech,False,False,False,0.0,Abstract mark
solutions for emerging asia pte ltd,True,True,False,0.70962890625,Emblem logo
minneapolis public schools,False,True,True,0.11635742187499999,Mascot logo
barco,False,True,False,0.179658203125,Combination mark
"kwik trip, inc.",True,True,False,0.924931640625,Emblem logo
allegiant,False,True,False,0.66015625,Wordmark
fermilab,True,True,True,0.8730859375,Mascot logo
le-vel.com,False,False,False,0.0,Abstract mark
bc ferries,False,False,False,0.0,Abstract mark
hcl infosystems ltd,False,False,False,0.0,Abstract mark
accenture,False,False,False,0.0,Abstract mark
orange county government,False,True,False,0.32873046875,Combination mark
statistics canada,False,False,False,0.0,Abstract mark
northwell health,False,True,False,0.3266796875,Combination mark
ucla health,False,False,False,0.0,Abstract mark
"lexmark international, inc.",False,False,False,0.0,Abstract mark
black hills corporation,False,True,False,0.039980468750000005,Combination mark
mary kay independent consultant,False,False,False,0.0,Abstract mark
news uk,False,True,False,0.281435546875,Combination mark
n2 publishing,False,True,False,0.20595703125,Combination mark
libero professionista,False,True,True,0.430283203125,Mascot logo
the timken company,False,False,False,0.0,Abstract mark
boc south pacific,False,False,False,0.0,Abstract mark
doka,False,True,False,0.76912109375,Wordmark
el paso independent school district,True,True,True,0.198232421875,Mascot logo
trigion,False,True,False,0.058037109375,Combination mark
el camino hospital,False,True,False,0.6701171874999999,Wordmark
tryg,False,True,False,0.213876953125,Combination mark
porto seguro,False,True,False,0.0757421875,Combination mark
praxair,False,True,False,0.49877929687499994,Combination mark
icap,False,True,False,0.821171875,Wordmark
tidewater community college,False,False,False,0.0,Abstract mark
uline,False,True,False,0.407568359375,Combination mark
abnamro bank (china) co.ltd,False,True,False,0.35201171875,Combination mark
ricoh uk,False,False,False,0.0,Abstract mark
providence hospital,False,True,False,0.890830078125,Wordmark
hospital universitari de la vall d'hebron,False,True,False,0.1965234375,Combination mark
saint-gobain,False,True,False,0.42080078125,Combination mark
bank leumi,False,True,False,0.16634765625,Combination mark
cabot corporation,False,False,False,0.0,Abstract mark
cooper standard,False,False,False,0.0,Abstract mark
fao,False,True,False,0.464609375,Combination mark
provincie noord-brabant,False,False,False,0.0,Abstract mark
coast capital savings,False,True,False,0.24787109375,Combination mark
hofstra university,True,True,False,0.541748046875,Combination mark
republic national distributing company,False,False,False,0.0,Abstract mark
dollar general,False,True,False,0.15984375,Combination mark
thales,False,False,False,0.0,Abstract mark
motilal oswal financial services ltd,True,True,False,0.325439453125,Combination mark
arauco,False,True,False,0.39078125,Combination mark
university of strathclyde,False,True,False,0.361640625,Combination mark
cna idiomas  oficial,False,False,False,0.0,Abstract mark
air evac lifeteam,False,True,False,0.33236328125,Combination mark
alzheimer's association®,False,True,False,0.544140625,Combination mark
piedmont atlanta hospital,False,True,False,0.192021484375,Combination mark
bharti axa general insurance,False,True,False,0.2546484375,Combination mark
mercedes-benz usa,False,True,False,0.079228515625,Combination mark
univar,True,True,False,0.60482421875,Emblem logo
societe generale corporate and investment banking - sgcib,False,False,False,0.0,Abstract mark
non-profit organization,True,False,False,0.0,Pictorial mark
max life insurance company limited,True,True,False,0.2186328125,Combination mark
banregio,False,True,False,0.13330078125,Combination mark
tim hortons,False,True,False,0.6433984375,Wordmark
micron technology,False,True,False,0.6511328125,Wordmark
carleton university,False,True,False,0.287978515625,Combination mark
hok,False,True,False,0.2172265625,Combination mark
orange polska,False,True,False,0.185703125,Combination mark
gardner denver,False,False,False,0.0,Abstract mark
vodafonetr,False,False,False,0.0,Abstract mark
the aa,False,True,False,0.50501953125,Combination mark
"department of education, employment, and workplace relations",False,True,False,0.402275390625,Combination mark
saint elizabeth health care,True,True,False,0.34001953125,Combination mark
marshalls,False,True,False,0.592470703125,Combination mark
belfius,False,False,False,0.0,Abstract mark
auto-entrepreneur,False,True,False,0.70068359375,Wordmark
syniverse,False,False,False,0.0,Abstract mark
care uk,True,True,False,0.354580078125,Combination mark
harcourts real estate,False,True,False,0.69140625,Wordmark
lancaster university,False,False,False,0.0,Abstract mark
cable & wireless,False,False,False,0.0,Abstract mark
howard hughes medical institute,False,True,False,0.06525390625,Combination mark
nhs direct,True,True,False,0.814599609375,Emblem logo
cision,False,True,False,0.80431640625,Wordmark
virginia beach city public schools,False,True,False,0.08056640625,Combination mark
sheraton,False,True,False,0.5358007812500001,Combination mark
punjab & sind bank,False,True,False,0.2589453125,Combination mark
hp enterprise security services,False,False,False,0.0,Abstract mark
universität innsbruck,True,False,False,0.0,Pictorial mark
seoul national university,True,True,False,0.988984375,Emblem logo
chesapeake energy,False,True,False,0.715693359375,Wordmark
essentia health,False,False,False,0.0,Abstract mark
university of hawaii,True,True,False,0.34140625,Combination mark
cochlear,False,True,False,0.00228515625,Combination mark
bank audi,False,True,False,0.4370703125,Combination mark
work,True,True,False,0.222109375,Combination mark
nuance communications,False,False,False,0.0,Abstract mark
stv,False,False,False,0.0,Abstract mark
department of labour,False,True,False,0.4772558593749999,Combination mark
--undisclosed--,True,True,False,0.029062499999999998,Combination mark
home credit india,False,True,False,0.14529296875,Combination mark
university of oklahoma health sciences center,True,True,False,0.00287109375,Combination mark
brock university,True,True,False,0.41806640625,Combination mark
foreign affairs communication & language training,False,True,True,0.137109375,Mascot logo
tsc,False,False,False,0.0,Abstract mark
godrej & boyce mfg. co. ltd.,False,True,False,0.62255859375,Wordmark
albemarle corporation,False,False,False,0.0,Abstract mark
guy carpenter,False,False,True,0.0,Mascot logo
universidad austral de chile,False,False,False,0.0,Abstract mark
mahindra,False,True,False,0.31390625,Combination mark
city of winnipeg,True,True,True,0.21822265625000004,Mascot logo
aib,True,True,False,0.38232421875,Combination mark
robert morris university,False,True,False,0.6063671875,Wordmark
deliveroo,False,False,False,0.0,Abstract mark
marie curie uk,False,True,False,0.042490234375,Combination mark
pt bank mega tbk.,False,True,False,0.387646484375,Combination mark
frisco isd,False,True,False,1.011083984375,Wordmark
amundi,False,True,False,0.621591796875,Wordmark
infosys bpo,False,True,False,1.035244140625,Wordmark
sungard,True,False,False,0.0,Pictorial mark
sesi - serviço social da indústria  departamento nacional,False,True,False,0.90650390625,Wordmark
service public de wallonie,False,False,False,0.0,Abstract mark
geek squad,False,True,False,0.462998046875,Combination mark
us fish and wildlife service,False,True,False,0.15533203125,Combination mark
innodata inc.,False,True,False,0.20525390625,Combination mark
chum - centre hospitalier de l'université de montréal,False,False,False,0.0,Abstract mark
university of dammam,True,False,False,0.0,Pictorial mark
wells fargo advisors,True,True,False,0.395615234375,Combination mark
j.crew,False,True,False,0.26611328125,Combination mark
infn,False,True,False,0.46498046875,Combination mark
tokyo electron,False,True,False,0.183828125,Combination mark
tieto,False,False,False,0.0,Abstract mark
rgis,False,True,False,0.5752734375,Combination mark
komatsu,False,False,False,0.0,Abstract mark
reed business information,False,False,False,0.0,Abstract mark
nothing_,False,True,False,0.721845703125,Wordmark
sallie mae,False,True,False,0.464248046875,Combination mark
